tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
389,14:07.0,20:36.1,3202,Newport PATH,40.7272235,-74.0337589,3203,Hamilton Park,40.72759597,-74.04424731,42381,Subscriber,1992,1
242,48:06.4,52:09.0,3185,City Hall,40.7177325,-74.043845,3205,JC Medical Center,40.71653978,-74.04963791,42155,Subscriber,1991,1
124,08:46.5,10:51.3,3272,Jersey & 3rd,40.72333159,-74.04595256,3278,Monmouth and 6th,40.72568548,-74.04879034,42376,Subscriber,1987,0
104,22:35.5,24:20.2,3202,Newport PATH,40.7272235,-74.0337589,3638,Washington St,40.7242941,-74.0354826,42350,Subscriber,1993,1
228,39:20.3,43:09.1,3194,McGinley Square,40.72533993,-74.06762213,3280,Astor Place,40.7192822,-74.07126188,42235,Subscriber,1988,1
526,50:56.7,59:43.7,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3694,Jackson Square,40.71113,-74.0789,42263,Subscriber,1969,1
237,14:38.9,18:35.9,3214,Essex Light Rail,40.7127742,-74.0364857,3185,City Hall,40.7177325,-74.043845,42122,Subscriber,1988,1
365,35:11.6,41:16.9,3273,Manila & 1st,40.72165072,-74.04288411,3269,Brunswick & 6th,40.72601173,-74.05038893,42490,Subscriber,1973,2
300,46:40.4,51:40.8,3273,Manila & 1st,40.72165072,-74.04288411,3269,Brunswick & 6th,40.72601173,-74.05038893,42312,Subscriber,1981,1
176,56:13.7,59:09.9,3275,Columbus Drive,40.7183552,-74.03891444,3273,Manila & 1st,40.72165072,-74.04288411,42524,Subscriber,1990,1
304,06:06.8,11:11.6,3202,Newport PATH,40.7272235,-74.0337589,3639,Harborside,40.7192517,-74.034234,42406,Subscriber,1981,1
243,06:21.4,10:25.1,3202,Newport PATH,40.7272235,-74.0337589,3639,Harborside,40.7192517,-74.034234,42555,Customer,1992,1
439,21:45.5,29:04.6,3272,Jersey & 3rd,40.72333159,-74.04595256,3205,JC Medical Center,40.71653978,-74.04963791,42113,Customer,1995,1
372,22:25.7,28:37.8,3272,Jersey & 3rd,40.72333159,-74.04595256,3205,JC Medical Center,40.71653978,-74.04963791,42126,Customer,1996,1
708,38:15.0,50:03.9,3678,Fairmount Ave,40.72572614,-74.07195926,3276,Marin Light Rail,40.71458404,-74.04281706,42455,Customer,1969,0
182,28:41.6,31:44.3,3209,Brunswick St,40.7241765,-74.0506564,3186,Grove St PATH,40.71958612,-74.04311746,42274,Subscriber,1980,1
261,28:55.4,33:16.9,3267,Morris Canal,40.71241882,-74.03852552,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42603,Subscriber,1960,1
164,39:00.4,41:44.8,3276,Marin Light Rail,40.71458404,-74.04281706,3186,Grove St PATH,40.71958612,-74.04311746,42323,Subscriber,1967,1
193,44:15.4,47:28.6,3209,Brunswick St,40.7241765,-74.0506564,3211,Newark Ave,40.72152515,-74.04630454,42258,Subscriber,1981,1
561,48:35.9,57:57.3,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3211,Newark Ave,40.72152515,-74.04630454,42606,Subscriber,1987,1
1192,54:02.7,13:55.5,3211,Newark Ave,40.72152515,-74.04630454,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42255,Subscriber,1968,1
202,06:50.3,10:13.0,3203,Hamilton Park,40.72759597,-74.04424731,3211,Newark Ave,40.72152515,-74.04630454,42280,Subscriber,1992,2
588,07:56.5,17:44.8,3203,Hamilton Park,40.72759597,-74.04424731,3639,Harborside,40.7192517,-74.034234,42381,Subscriber,1970,2
172,17:11.1,20:03.2,3209,Brunswick St,40.7241765,-74.0506564,3186,Grove St PATH,40.71958612,-74.04311746,42545,Subscriber,1990,1
300,20:48.0,25:48.2,3209,Brunswick St,40.7241765,-74.0506564,3187,Warren St,40.7211236,-74.03805095,42541,Subscriber,1982,1
213,21:50.0,25:23.1,3211,Newark Ave,40.72152515,-74.04630454,3203,Hamilton Park,40.72759597,-74.04424731,42606,Subscriber,1992,2
257,26:30.0,30:47.6,3203,Hamilton Park,40.72759597,-74.04424731,3273,Manila & 1st,40.72165072,-74.04288411,42580,Subscriber,1988,1
278,40:57.3,45:35.5,3269,Brunswick & 6th,40.72601173,-74.05038893,3273,Manila & 1st,40.72165072,-74.04288411,42490,Subscriber,1988,2
242,48:11.0,52:13.3,3203,Hamilton Park,40.72759597,-74.04424731,3273,Manila & 1st,40.72165072,-74.04288411,42595,Subscriber,1983,1
319,48:13.0,53:32.2,3280,Astor Place,40.7192822,-74.07126188,3195,Sip Ave,40.7308971,-74.06391263,42235,Subscriber,1988,1
160,49:54.2,52:34.6,3205,JC Medical Center,40.71653978,-74.04963791,3186,Grove St PATH,40.71958612,-74.04311746,42368,Subscriber,1969,0
192,51:16.5,54:29.5,3209,Brunswick St,40.7241765,-74.0506564,3186,Grove St PATH,40.71958612,-74.04311746,42298,Subscriber,1984,1
290,57:19.4,02:10.1,3639,Harborside,40.7192517,-74.034234,3276,Marin Light Rail,40.71458404,-74.04281706,42550,Subscriber,1963,1
208,59:29.4,02:57.8,3195,Sip Ave,40.7308971,-74.06391263,3677,Glenwood Ave,40.72755147,-74.07106072,42235,Subscriber,1980,0
523,59:43.3,08:27.1,3638,Washington St,40.7242941,-74.0354826,3483,Montgomery St,40.71942,-74.05099,42247,Subscriber,1992,1
574,01:32.2,11:06.6,3196,Riverview Park,40.7443187,-74.0439909,3269,Brunswick & 6th,40.72601173,-74.05038893,42232,Subscriber,1968,1
315,07:11.8,12:26.8,3269,Brunswick & 6th,40.72601173,-74.05038893,3791,Hoboken Ave at Monmouth St,40.73520838,-74.04696375,42312,Subscriber,1983,1
184,10:53.1,13:58.1,3278,Monmouth and 6th,40.72568548,-74.04879034,3211,Newark Ave,40.72152515,-74.04630454,42227,Subscriber,1976,2
262,16:01.1,20:23.8,3638,Washington St,40.7242941,-74.0354826,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42350,Subscriber,1991,1
1416,17:54.4,41:30.8,3677,Glenwood Ave,40.72755147,-74.07106072,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42143,Subscriber,1989,1
144,18:15.0,20:39.7,3213,Van Vorst Park,40.71848892,-74.04772663,3186,Grove St PATH,40.71958612,-74.04311746,42270,Subscriber,1977,1
269,18:15.2,22:44.6,3269,Brunswick & 6th,40.72601173,-74.05038893,3273,Manila & 1st,40.72165072,-74.04288411,42520,Subscriber,1989,2
1400,18:17.6,41:38.4,3677,Glenwood Ave,40.72755147,-74.07106072,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42429,Customer,1969,0
649,20:24.0,31:13.3,3681,Grand St,40.71517768,-74.03768331,3203,Hamilton Park,40.72759597,-74.04424731,42192,Subscriber,1993,1
567,20:28.9,29:56.2,3678,Fairmount Ave,40.72572614,-74.07195926,3220,5 Corners Library,40.73496102,-74.05950308,42582,Subscriber,1970,1
450,22:37.7,30:07.8,3199,Newport Pkwy,40.7287448,-74.0321082,3273,Manila & 1st,40.72165072,-74.04288411,42115,Customer,1995,2
113,24:06.8,26:00.8,3275,Columbus Drive,40.7183552,-74.03891444,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42314,Subscriber,1994,1
457,24:07.2,31:44.6,3639,Harborside,40.7192517,-74.034234,3203,Hamilton Park,40.72759597,-74.04424731,42381,Subscriber,1970,2
584,26:12.0,35:56.4,3187,Warren St,40.7211236,-74.03805095,3209,Brunswick St,40.7241765,-74.0506564,42184,Subscriber,1982,1
656,29:03.3,40:00.2,3203,Hamilton Park,40.72759597,-74.04424731,3639,Harborside,40.7192517,-74.034234,42363,Subscriber,1971,2
451,30:03.7,37:35.6,3278,Monmouth and 6th,40.72568548,-74.04879034,3272,Jersey & 3rd,40.72333159,-74.04595256,42211,Subscriber,1989,1
202,32:37.0,35:59.2,3205,JC Medical Center,40.71653978,-74.04963791,3185,City Hall,40.7177325,-74.043845,42486,Subscriber,1981,1
795,33:20.8,46:36.5,3220,5 Corners Library,40.73496102,-74.05950308,3638,Washington St,40.7242941,-74.0354826,42582,Subscriber,1992,1
316,34:54.3,40:10.9,3213,Van Vorst Park,40.71848892,-74.04772663,3203,Hamilton Park,40.72759597,-74.04424731,42172,Subscriber,1976,1
595,37:14.0,47:09.3,3267,Morris Canal,40.71241882,-74.03852552,3209,Brunswick St,40.7241765,-74.0506564,42472,Subscriber,1990,1
323,39:01.6,44:24.8,3677,Glenwood Ave,40.72755147,-74.07106072,3195,Sip Ave,40.7308971,-74.06391263,42235,Subscriber,1966,1
2271,40:51.7,18:43.2,3192,Liberty Light Rail,40.7112423,-74.0557013,3192,Liberty Light Rail,40.7112423,-74.0557013,42121,Subscriber,1971,2
1148,41:49.2,00:57.6,3185,City Hall,40.7177325,-74.043845,3213,Van Vorst Park,40.71848892,-74.04772663,42552,Subscriber,1991,2
307,42:47.8,47:55.4,3681,Grand St,40.71517768,-74.03768331,3211,Newark Ave,40.72152515,-74.04630454,42252,Subscriber,1986,1
124,44:01.2,46:05.6,3272,Jersey & 3rd,40.72333159,-74.04595256,3278,Monmouth and 6th,40.72568548,-74.04879034,42211,Subscriber,1989,1
244,46:21.3,50:26.2,3186,Grove St PATH,40.71958612,-74.04311746,3209,Brunswick St,40.7241765,-74.0506564,42270,Subscriber,1980,1
135,52:06.8,54:22.5,3681,Grand St,40.71517768,-74.03768331,3275,Columbus Drive,40.7183552,-74.03891444,42453,Subscriber,1978,1
545,52:46.0,01:51.7,3483,Montgomery St,40.71942,-74.05099,3638,Washington St,40.7242941,-74.0354826,42247,Subscriber,1992,1
245,52:46.5,56:52.5,3207,Oakland Ave,40.7376037,-74.0524783,3640,Journal Square,40.73367,-74.0625,42361,Subscriber,1957,1
445,55:15.3,02:40.9,3279,Dixon Mills,40.72163014,-74.04996783,3639,Harborside,40.7192517,-74.034234,42339,Subscriber,1986,1
221,55:51.8,59:33.0,3278,Monmouth and 6th,40.72568548,-74.04879034,3185,City Hall,40.7177325,-74.043845,42211,Subscriber,1988,1
171,55:55.9,58:47.3,3214,Essex Light Rail,40.7127742,-74.0364857,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42448,Subscriber,1982,1
172,57:40.9,00:33.6,3186,Grove St PATH,40.71958612,-74.04311746,3272,Jersey & 3rd,40.72333159,-74.04595256,42466,Subscriber,1973,2
296,59:01.9,03:58.6,3483,Montgomery St,40.71942,-74.05099,3209,Brunswick St,40.7241765,-74.0506564,42531,Subscriber,1982,1
404,00:37.5,07:21.8,3206,Hilltop,40.7311689,-74.0575736,3210,Pershing Field,40.74267714,-74.05178863,42423,Subscriber,1990,1
160,05:58.3,08:39.0,3272,Jersey & 3rd,40.72333159,-74.04595256,3203,Hamilton Park,40.72759597,-74.04424731,42466,Subscriber,1973,2
261,09:03.6,13:24.9,3273,Manila & 1st,40.72165072,-74.04288411,3203,Hamilton Park,40.72759597,-74.04424731,42490,Subscriber,1983,1
227,15:47.7,19:34.8,3214,Essex Light Rail,40.7127742,-74.0364857,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42307,Subscriber,1994,2
315,16:54.1,22:09.8,3279,Dixon Mills,40.72163014,-74.04996783,3205,JC Medical Center,40.71653978,-74.04963791,42245,Subscriber,1983,2
297,17:15.3,22:12.8,3279,Dixon Mills,40.72163014,-74.04996783,3205,JC Medical Center,40.71653978,-74.04963791,42625,Subscriber,1971,1
274,18:46.6,23:21.0,3195,Sip Ave,40.7308971,-74.06391263,3677,Glenwood Ave,40.72755147,-74.07106072,42235,Subscriber,1966,1
289,24:33.5,29:22.9,3186,Grove St PATH,40.71958612,-74.04311746,3213,Van Vorst Park,40.71848892,-74.04772663,42323,Subscriber,1969,0
812,27:45.2,41:18.0,3213,Van Vorst Park,40.71848892,-74.04772663,3213,Van Vorst Park,40.71848892,-74.04772663,42374,Subscriber,1984,1
642,29:26.4,40:09.0,3202,Newport PATH,40.7272235,-74.0337589,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42478,Customer,1969,0
103,30:17.1,32:00.9,3186,Grove St PATH,40.71958612,-74.04311746,3275,Columbus Drive,40.7183552,-74.03891444,42298,Subscriber,1964,2
250,30:32.3,34:43.3,3279,Dixon Mills,40.72163014,-74.04996783,3186,Grove St PATH,40.71958612,-74.04311746,42538,Subscriber,1981,1
287,33:21.7,38:09.5,3185,City Hall,40.7177325,-74.043845,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42484,Subscriber,1965,1
685,34:30.5,45:56.2,3268,Lafayette Park,40.71346383,-74.06285852,3694,Jackson Square,40.71113,-74.0789,42440,Subscriber,1997,2
422,35:51.3,42:53.4,3212,Christ Hospital,40.73478582,-74.05044364,3278,Monmouth and 6th,40.72568548,-74.04879034,42299,Subscriber,1984,1
239,36:34.4,40:33.6,3278,Monmouth and 6th,40.72568548,-74.04879034,3273,Manila & 1st,40.72165072,-74.04288411,42428,Subscriber,1988,1
235,37:41.5,41:36.8,3639,Harborside,40.7192517,-74.034234,3639,Harborside,40.7192517,-74.034234,42555,Subscriber,1984,1
307,40:39.7,45:46.7,3275,Columbus Drive,40.7183552,-74.03891444,3202,Newport PATH,40.7272235,-74.0337589,42219,Subscriber,1988,2
426,41:53.6,48:59.9,3202,Newport PATH,40.7272235,-74.0337589,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42338,Subscriber,1992,1
371,44:49.6,51:01.4,3677,Glenwood Ave,40.72755147,-74.07106072,3195,Sip Ave,40.7308971,-74.06391263,42235,Subscriber,1998,1
409,48:04.7,54:54.4,3199,Newport Pkwy,40.7287448,-74.0321082,3186,Grove St PATH,40.71958612,-74.04311746,42391,Subscriber,1984,1
1322,48:34.5,10:36.9,3205,JC Medical Center,40.71653978,-74.04963791,3205,JC Medical Center,40.71653978,-74.04963791,42625,Subscriber,1988,1
306,48:47.5,53:54.0,3269,Brunswick & 6th,40.72601173,-74.05038893,3211,Newark Ave,40.72152515,-74.04630454,42111,Subscriber,1979,1
163,54:30.7,57:14.4,3279,Dixon Mills,40.72163014,-74.04996783,3186,Grove St PATH,40.71958612,-74.04311746,42160,Subscriber,1981,1
3211,56:19.0,49:50.6,3202,Newport PATH,40.7272235,-74.0337589,3638,Washington St,40.7242941,-74.0354826,42219,Customer,1969,0
189,59:37.2,02:46.6,3209,Brunswick St,40.7241765,-74.0506564,3211,Newark Ave,40.72152515,-74.04630454,42349,Subscriber,1984,1
186,59:43.9,02:50.0,3209,Brunswick St,40.7241765,-74.0506564,3211,Newark Ave,40.72152515,-74.04630454,42356,Subscriber,1988,2
248,04:57.0,09:05.4,3211,Newark Ave,40.72152515,-74.04630454,3272,Jersey & 3rd,40.72333159,-74.04595256,42260,Customer,1994,2
165,05:45.3,08:30.9,3186,Grove St PATH,40.71958612,-74.04311746,3187,Warren St,40.7211236,-74.03805095,42391,Subscriber,1972,1
535,08:25.8,17:21.3,3187,Warren St,40.7211236,-74.03805095,3206,Hilltop,40.7311689,-74.0575736,42601,Subscriber,1968,1
200,10:03.3,13:24.0,3276,Marin Light Rail,40.71458404,-74.04281706,3214,Essex Light Rail,40.7127742,-74.0364857,42385,Subscriber,1984,2
383,10:11.0,16:34.6,3280,Astor Place,40.7192822,-74.07126188,3195,Sip Ave,40.7308971,-74.06391263,42264,Subscriber,1978,1
410,10:11.2,17:01.2,3280,Astor Place,40.7192822,-74.07126188,3195,Sip Ave,40.7308971,-74.06391263,42157,Subscriber,1988,1
320,12:47.1,18:08.1,3639,Harborside,40.7192517,-74.034234,3186,Grove St PATH,40.71958612,-74.04311746,42339,Subscriber,1986,1
502,13:02.0,21:24.9,3210,Pershing Field,40.74267714,-74.05178863,3195,Sip Ave,40.7308971,-74.06391263,42423,Subscriber,1995,2
762,13:54.8,26:37.6,3275,Columbus Drive,40.7183552,-74.03891444,3272,Jersey & 3rd,40.72333159,-74.04595256,42298,Subscriber,1989,1
439,14:14.6,21:33.8,3269,Brunswick & 6th,40.72601173,-74.05038893,3681,Grand St,40.71517768,-74.03768331,42109,Customer,1969,0
79,16:11.1,17:30.6,3638,Washington St,40.7242941,-74.0354826,3202,Newport PATH,40.7272235,-74.0337589,42277,Subscriber,1990,1
394,18:03.9,24:38.8,3207,Oakland Ave,40.7376037,-74.0524783,3195,Sip Ave,40.7308971,-74.06391263,42352,Subscriber,1994,1
142,20:20.0,22:42.7,3639,Harborside,40.7192517,-74.034234,3275,Columbus Drive,40.7183552,-74.03891444,42503,Subscriber,1984,1
996,21:20.1,37:56.4,3280,Astor Place,40.7192822,-74.07126188,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42590,Subscriber,1984,1
148,22:47.3,25:15.3,3279,Dixon Mills,40.72163014,-74.04996783,3269,Brunswick & 6th,40.72601173,-74.05038893,42546,Subscriber,1987,1
480,23:54.1,31:54.6,3207,Oakland Ave,40.7376037,-74.0524783,3211,Newark Ave,40.72152515,-74.04630454,42205,Subscriber,1979,2
169,24:29.5,27:19.1,3203,Hamilton Park,40.72759597,-74.04424731,3272,Jersey & 3rd,40.72333159,-74.04595256,42381,Subscriber,1965,2
594,25:12.8,35:07.5,3209,Brunswick St,40.7241765,-74.0506564,3275,Columbus Drive,40.7183552,-74.03891444,42499,Subscriber,1974,1
110,31:29.5,33:20.4,3638,Washington St,40.7242941,-74.0354826,3202,Newport PATH,40.7272235,-74.0337589,42596,Subscriber,1991,1
826,31:53.6,45:40.0,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3677,Glenwood Ave,40.72755147,-74.07106072,42429,Subscriber,1954,1
248,32:59.1,37:07.8,3206,Hilltop,40.7311689,-74.0575736,3640,Journal Square,40.73367,-74.0625,42601,Subscriber,1970,1
207,34:33.3,38:01.1,3272,Jersey & 3rd,40.72333159,-74.04595256,3203,Hamilton Park,40.72759597,-74.04424731,42381,Subscriber,1965,2
477,38:16.5,46:13.5,3694,Jackson Square,40.71113,-74.0789,3277,Communipaw & Berry Lane,40.71435837,-74.06661093,42440,Subscriber,1997,2
297,41:34.1,46:31.4,3269,Brunswick & 6th,40.72601173,-74.05038893,3186,Grove St PATH,40.71958612,-74.04311746,42546,Subscriber,1977,2
564,43:02.5,52:27.2,3193,Lincoln Park,40.7246051,-74.07840595,3195,Sip Ave,40.7308971,-74.06391263,42542,Subscriber,1992,1
196,44:06.9,47:23.5,3279,Dixon Mills,40.72163014,-74.04996783,3186,Grove St PATH,40.71958612,-74.04311746,42505,Subscriber,1994,1
258,44:35.2,48:54.1,3211,Newark Ave,40.72152515,-74.04630454,3483,Montgomery St,40.71942,-74.05099,42205,Subscriber,1986,1
241,45:48.5,49:50.1,3186,Grove St PATH,40.71958612,-74.04311746,3279,Dixon Mills,40.72163014,-74.04996783,42368,Subscriber,1964,2
262,49:29.0,53:51.9,3187,Warren St,40.7211236,-74.03805095,3211,Newark Ave,40.72152515,-74.04630454,42362,Subscriber,1989,1
328,50:13.8,55:42.7,3202,Newport PATH,40.7272235,-74.0337589,3275,Columbus Drive,40.7183552,-74.03891444,42277,Subscriber,1988,2
884,51:09.4,05:54.0,3269,Brunswick & 6th,40.72601173,-74.05038893,3199,Newport Pkwy,40.7287448,-74.0321082,42232,Subscriber,1959,1
133,53:20.3,55:33.8,3213,Van Vorst Park,40.71848892,-74.04772663,3186,Grove St PATH,40.71958612,-74.04311746,42273,Subscriber,1987,1
220,55:50.8,59:31.7,3278,Monmouth and 6th,40.72568548,-74.04879034,3211,Newark Ave,40.72152515,-74.04630454,42324,Subscriber,1975,2
894,57:00.7,11:55.5,3639,Harborside,40.7192517,-74.034234,3483,Montgomery St,40.71942,-74.05099,42473,Subscriber,1991,1
284,57:06.4,01:51.1,3213,Van Vorst Park,40.71848892,-74.04772663,3278,Monmouth and 6th,40.72568548,-74.04879034,42529,Subscriber,1964,1
219,01:08.9,04:48.1,3269,Brunswick & 6th,40.72601173,-74.05038893,3272,Jersey & 3rd,40.72333159,-74.04595256,42599,Subscriber,1987,1
425,04:21.2,11:26.5,3638,Washington St,40.7242941,-74.0354826,3276,Marin Light Rail,40.71458404,-74.04281706,42173,Subscriber,1986,2
896,06:17.0,21:13.6,3269,Brunswick & 6th,40.72601173,-74.05038893,3196,Riverview Park,40.7443187,-74.0439909,42502,Subscriber,1968,1
201,06:51.3,10:12.8,3203,Hamilton Park,40.72759597,-74.04424731,3211,Newark Ave,40.72152515,-74.04630454,42244,Subscriber,1953,2
508,06:56.5,15:25.1,3199,Newport Pkwy,40.7287448,-74.0321082,3275,Columbus Drive,40.7183552,-74.03891444,42216,Subscriber,1992,2
558,07:46.3,17:04.6,3199,Newport Pkwy,40.7287448,-74.0321082,3275,Columbus Drive,40.7183552,-74.03891444,42609,Subscriber,1985,1
374,08:40.7,14:55.1,3268,Lafayette Park,40.71346383,-74.06285852,3483,Montgomery St,40.71942,-74.05099,42128,Subscriber,1999,1
343,16:06.6,21:50.5,3185,City Hall,40.7177325,-74.043845,3279,Dixon Mills,40.72163014,-74.04996783,42563,Subscriber,1984,2
141,16:40.1,19:01.8,3276,Marin Light Rail,40.71458404,-74.04281706,3186,Grove St PATH,40.71958612,-74.04311746,42283,Subscriber,1986,1
1270,17:39.3,38:49.6,3209,Brunswick St,40.7241765,-74.0506564,3209,Brunswick St,40.7241765,-74.0506564,42581,Subscriber,1981,1
137,21:55.7,24:13.1,3279,Dixon Mills,40.72163014,-74.04996783,3186,Grove St PATH,40.71958612,-74.04311746,42368,Subscriber,1975,1
511,22:35.1,31:06.8,3273,Manila & 1st,40.72165072,-74.04288411,3199,Newport Pkwy,40.7287448,-74.0321082,42115,Customer,1995,2
432,23:28.3,30:41.2,3185,City Hall,40.7177325,-74.043845,3192,Liberty Light Rail,40.7112423,-74.0557013,42477,Subscriber,1985,1
201,23:53.7,27:15.4,3276,Marin Light Rail,40.71458404,-74.04281706,3186,Grove St PATH,40.71958612,-74.04311746,42413,Subscriber,1982,1
198,23:54.3,27:13.3,3276,Marin Light Rail,40.71458404,-74.04281706,3186,Grove St PATH,40.71958612,-74.04311746,42470,Subscriber,1979,1
864,24:10.1,38:34.6,3276,Marin Light Rail,40.71458404,-74.04281706,3187,Warren St,40.7211236,-74.03805095,42173,Subscriber,1986,2
250,24:29.3,28:39.6,3272,Jersey & 3rd,40.72333159,-74.04595256,3269,Brunswick & 6th,40.72601173,-74.05038893,42298,Subscriber,1987,1
488,24:37.3,32:45.4,3201,Dey St,40.737711,-74.066921,3640,Journal Square,40.73367,-74.0625,42118,Subscriber,1998,1
294,24:54.5,29:49.4,3273,Manila & 1st,40.72165072,-74.04288411,3269,Brunswick & 6th,40.72601173,-74.05038893,42520,Subscriber,1989,2
309,25:01.9,30:11.7,3278,Monmouth and 6th,40.72568548,-74.04879034,3186,Grove St PATH,40.71958612,-74.04311746,42462,Subscriber,1985,1
184,25:04.7,28:08.9,3213,Van Vorst Park,40.71848892,-74.04772663,3272,Jersey & 3rd,40.72333159,-74.04595256,42621,Subscriber,1972,1
163,28:15.5,30:59.3,3278,Monmouth and 6th,40.72568548,-74.04879034,3211,Newark Ave,40.72152515,-74.04630454,42299,Subscriber,1989,1
349,29:59.9,35:49.4,3272,Jersey & 3rd,40.72333159,-74.04595256,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42621,Subscriber,1993,1
1696,31:12.9,59:29.2,3199,Newport Pkwy,40.7287448,-74.0321082,3199,Newport Pkwy,40.7287448,-74.0321082,42209,Subscriber,1963,1
339,32:18.6,37:58.0,3791,Hoboken Ave at Monmouth St,40.73520838,-74.04696375,3203,Hamilton Park,40.72759597,-74.04424731,42107,Subscriber,1976,2
492,33:38.6,41:50.8,3202,Newport PATH,40.7272235,-74.0337589,3639,Harborside,40.7192517,-74.034234,42421,Customer,1991,2
539,33:43.6,42:42.7,3195,Sip Ave,40.7308971,-74.06391263,3210,Pershing Field,40.74267714,-74.05178863,42235,Subscriber,1985,1
359,36:12.9,42:12.5,3280,Astor Place,40.7192822,-74.07126188,3195,Sip Ave,40.7308971,-74.06391263,42295,Subscriber,2001,2
107,39:18.5,41:05.8,3279,Dixon Mills,40.72163014,-74.04996783,3186,Grove St PATH,40.71958612,-74.04311746,42563,Subscriber,1985,1
372,39:48.4,46:00.9,3199,Newport Pkwy,40.7287448,-74.0321082,3275,Columbus Drive,40.7183552,-74.03891444,42354,Subscriber,1981,1
480,40:08.8,48:09.0,3681,Grand St,40.71517768,-74.03768331,3213,Van Vorst Park,40.71848892,-74.04772663,42109,Subscriber,1978,1
337,41:06.9,46:44.0,3638,Washington St,40.7242941,-74.0354826,3186,Grove St PATH,40.71958612,-74.04311746,42458,Subscriber,1988,1
761,44:20.5,57:01.6,3213,Van Vorst Park,40.71848892,-74.04772663,3639,Harborside,40.7192517,-74.034234,42374,Subscriber,1986,1
166,46:21.2,49:07.5,3272,Jersey & 3rd,40.72333159,-74.04595256,3203,Hamilton Park,40.72759597,-74.04424731,42599,Subscriber,1953,2
276,53:55.2,58:32.0,3211,Newark Ave,40.72152515,-74.04630454,3203,Hamilton Park,40.72759597,-74.04424731,42311,Subscriber,1960,1
619,54:43.0,05:02.3,3187,Warren St,40.7211236,-74.03805095,3483,Montgomery St,40.71942,-74.05099,42401,Subscriber,1980,2
657,56:55.0,07:52.8,3205,JC Medical Center,40.71653978,-74.04963791,3205,JC Medical Center,40.71653978,-74.04963791,42611,Subscriber,1981,1
503,57:36.7,06:00.6,3184,Paulus Hook,40.7141454,-74.0335519,3202,Newport PATH,40.7272235,-74.0337589,42272,Subscriber,1993,2
843,57:38.8,11:42.0,3694,Jackson Square,40.71113,-74.0789,3186,Grove St PATH,40.71958612,-74.04311746,42572,Customer,1969,0
81,58:09.7,59:31.3,3203,Hamilton Park,40.72759597,-74.04424731,3270,Jersey & 6th St,40.72528911,-74.04557168,42490,Subscriber,1984,1
450,59:59.4,07:30.4,3195,Sip Ave,40.7308971,-74.06391263,3207,Oakland Ave,40.7376037,-74.0524783,42352,Subscriber,1994,1
190,00:24.0,03:34.9,3211,Newark Ave,40.72152515,-74.04630454,3278,Monmouth and 6th,40.72568548,-74.04879034,42258,Subscriber,1989,1
682,00:24.3,11:47.2,3483,Montgomery St,40.71942,-74.05099,3268,Lafayette Park,40.71346383,-74.06285852,42617,Subscriber,1999,1
928,02:21.8,17:50.2,3694,Jackson Square,40.71113,-74.0789,3185,City Hall,40.7177325,-74.043845,42263,Subscriber,1988,1
191,05:36.0,08:48.0,3275,Columbus Drive,40.7183552,-74.03891444,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42499,Subscriber,1983,1
376,05:42.2,11:58.8,3213,Van Vorst Park,40.71848892,-74.04772663,3681,Grand St,40.71517768,-74.03768331,42164,Subscriber,1967,1
751,09:53.9,22:25.6,3483,Montgomery St,40.71942,-74.05099,3202,Newport PATH,40.7272235,-74.0337589,42128,Subscriber,1969,1
1090,11:32.2,29:43.2,3199,Newport Pkwy,40.7287448,-74.0321082,3199,Newport Pkwy,40.7287448,-74.0321082,42241,Subscriber,1979,1
3089,12:38.4,04:08.0,3276,Marin Light Rail,40.71458404,-74.04281706,3276,Marin Light Rail,40.71458404,-74.04281706,42176,Subscriber,1983,1
3081,12:47.1,04:08.8,3276,Marin Light Rail,40.71458404,-74.04281706,3276,Marin Light Rail,40.71458404,-74.04281706,42371,Subscriber,1992,2
218,18:40.3,22:18.5,3187,Warren St,40.7211236,-74.03805095,3186,Grove St PATH,40.71958612,-74.04311746,42399,Subscriber,1993,1
281,19:38.6,24:19.9,3202,Newport PATH,40.7272235,-74.0337589,3639,Harborside,40.7192517,-74.034234,42272,Subscriber,1988,1
269,20:15.6,24:45.2,3186,Grove St PATH,40.71958612,-74.04311746,3639,Harborside,40.7192517,-74.034234,42368,Subscriber,1970,1
