tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
304,15:48.8,20:53.6,3280,Astor Place,40.7192822,-74.07126188,3191,Union St,40.7182113,-74.0836394,42132,Subscriber,1988,1
207,35:04.7,38:31.8,3267,Morris Canal,40.71241882,-74.03852552,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42158,Subscriber,1976,1
384,22:36.2,29:00.3,3273,Manila & 1st,40.72165072,-74.04288411,3791,Hoboken Ave at Monmouth St,40.73520838,-74.04696375,42141,Subscriber,1984,1
5479,46:11.9,17:31.8,3192,Liberty Light Rail,40.7112423,-74.0557013,3192,Liberty Light Rail,40.7112423,-74.0557013,42430,Customer,1969,0
5340,47:15.0,16:15.9,3192,Liberty Light Rail,40.7112423,-74.0557013,3192,Liberty Light Rail,40.7112423,-74.0557013,42445,Customer,1997,1
5263,49:13.0,16:56.2,3192,Liberty Light Rail,40.7112423,-74.0557013,3192,Liberty Light Rail,40.7112423,-74.0557013,42520,Customer,1969,0
5053,52:26.2,16:40.0,3192,Liberty Light Rail,40.7112423,-74.0557013,3192,Liberty Light Rail,40.7112423,-74.0557013,42536,Customer,1969,0
783,20:40.0,33:43.6,3270,Jersey & 6th St,40.72528911,-74.04557168,3268,Lafayette Park,40.71346383,-74.06285852,42328,Customer,1969,0
523,02:20.6,11:04.3,3193,Lincoln Park,40.7246051,-74.07840595,3195,Sip Ave,40.7308971,-74.06391263,42285,Subscriber,1991,2
730,16:34.4,28:45.2,3207,Oakland Ave,40.7376037,-74.0524783,3276,Marin Light Rail,40.71458404,-74.04281706,42226,Subscriber,1984,2
237,17:44.2,21:41.3,3278,Monmouth and 6th,40.72568548,-74.04879034,3186,Grove St PATH,40.71958612,-74.04311746,42107,Subscriber,1991,1
234,20:48.5,24:42.8,3267,Morris Canal,40.71241882,-74.03852552,3184,Paulus Hook,40.7141454,-74.0335519,42133,Subscriber,1959,2
777,37:55.3,50:52.7,3694,Jackson Square,40.71113,-74.0789,3195,Sip Ave,40.7308971,-74.06391263,42452,Subscriber,1991,2
391,44:23.1,50:55.1,3205,JC Medical Center,40.71653978,-74.04963791,3270,Jersey & 6th St,40.72528911,-74.04557168,42189,Customer,1969,0
533,45:43.6,54:37.6,3280,Astor Place,40.7192822,-74.07126188,3195,Sip Ave,40.7308971,-74.06391263,42534,Subscriber,1960,1
331,48:20.5,53:52.1,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3195,Sip Ave,40.7308971,-74.06391263,42435,Subscriber,1964,1
319,55:10.0,00:29.8,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3195,Sip Ave,40.7308971,-74.06391263,42564,Subscriber,1962,1
151,58:12.2,00:43.3,3270,Jersey & 6th St,40.72528911,-74.04557168,3273,Manila & 1st,40.72165072,-74.04288411,42255,Subscriber,1989,2
252,05:49.5,10:02.1,3278,Monmouth and 6th,40.72568548,-74.04879034,3186,Grove St PATH,40.71958612,-74.04311746,42420,Subscriber,1975,2
399,07:23.1,14:02.5,3213,Van Vorst Park,40.71848892,-74.04772663,3278,Monmouth and 6th,40.72568548,-74.04879034,42167,Subscriber,1982,1
182,09:29.1,12:31.1,3267,Morris Canal,40.71241882,-74.03852552,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42168,Subscriber,1973,1
78,10:48.9,12:07.7,3639,Harborside,40.7192517,-74.034234,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42235,Subscriber,1988,1
330,11:54.4,17:25.0,3203,Hamilton Park,40.72759597,-74.04424731,3639,Harborside,40.7192517,-74.034234,42574,Subscriber,1964,1
627,12:02.9,22:30.0,3268,Lafayette Park,40.71346383,-74.06285852,3186,Grove St PATH,40.71958612,-74.04311746,42603,Subscriber,1982,1
391,12:11.5,18:42.9,3203,Hamilton Park,40.72759597,-74.04424731,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42336,Subscriber,1969,1
239,17:12.4,21:12.3,3213,Van Vorst Park,40.71848892,-74.04772663,3275,Columbus Drive,40.7183552,-74.03891444,42233,Subscriber,1987,1
220,20:00.1,23:40.2,3184,Paulus Hook,40.7141454,-74.0335519,3267,Morris Canal,40.71241882,-74.03852552,42133,Subscriber,1959,2
278,21:06.0,25:44.5,3677,Glenwood Ave,40.72755147,-74.07106072,3195,Sip Ave,40.7308971,-74.06391263,42437,Subscriber,1985,1
1532,21:35.4,47:08.2,3677,Glenwood Ave,40.72755147,-74.07106072,3638,Washington St,40.7242941,-74.0354826,42184,Subscriber,1959,1
241,25:06.1,29:07.6,3276,Marin Light Rail,40.71458404,-74.04281706,3186,Grove St PATH,40.71958612,-74.04311746,42230,Subscriber,1980,1
431,25:42.6,32:54.0,3276,Marin Light Rail,40.71458404,-74.04281706,3639,Harborside,40.7192517,-74.034234,42600,Subscriber,1979,1
246,25:51.7,29:57.9,3267,Morris Canal,40.71241882,-74.03852552,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42549,Subscriber,1967,1
151,26:49.4,29:20.9,3211,Newark Ave,40.72152515,-74.04630454,3205,JC Medical Center,40.71653978,-74.04963791,42382,Subscriber,1956,1
286,26:50.7,31:37.6,3678,Fairmount Ave,40.72572614,-74.07195926,3195,Sip Ave,40.7308971,-74.06391263,42365,Customer,1995,1
202,31:04.9,34:27.5,3270,Jersey & 6th St,40.72528911,-74.04557168,3186,Grove St PATH,40.71958612,-74.04311746,42212,Subscriber,1986,2
722,33:29.3,45:32.0,3280,Astor Place,40.7192822,-74.07126188,3184,Paulus Hook,40.7141454,-74.0335519,42529,Subscriber,1984,1
211,35:35.6,39:07.4,3481,York St,40.71649,-74.04105,3186,Grove St PATH,40.71958612,-74.04311746,42120,Subscriber,1980,2
248,38:16.9,42:25.8,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,42403,Subscriber,1979,1
224,39:05.6,42:49.7,3681,Grand St,40.71517768,-74.03768331,3186,Grove St PATH,40.71958612,-74.04311746,42528,Subscriber,1985,1
191,39:47.5,42:58.9,3270,Jersey & 6th St,40.72528911,-74.04557168,3186,Grove St PATH,40.71958612,-74.04311746,42165,Subscriber,1981,1
342,41:03.4,46:46.4,3281,Leonard Gordon Park,40.74590997,-74.05727148,3640,Journal Square,40.73367,-74.0625,42239,Subscriber,1980,1
244,41:30.3,45:34.7,3205,JC Medical Center,40.71653978,-74.04963791,3186,Grove St PATH,40.71958612,-74.04311746,42172,Subscriber,1993,2
967,41:57.4,58:04.8,3694,Jackson Square,40.71113,-74.0789,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42444,Subscriber,1977,1
519,42:01.8,50:41.0,3280,Astor Place,40.7192822,-74.07126188,3195,Sip Ave,40.7308971,-74.06391263,42379,Subscriber,1986,2
960,43:41.9,59:41.9,3281,Leonard Gordon Park,40.74590997,-74.05727148,3639,Harborside,40.7192517,-74.034234,42183,Subscriber,1985,1
219,43:50.0,47:30.0,3267,Morris Canal,40.71241882,-74.03852552,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42133,Subscriber,1990,1
129,46:15.6,48:25.0,3279,Dixon Mills,40.72163014,-74.04996783,3186,Grove St PATH,40.71958612,-74.04311746,42174,Subscriber,1970,1
378,46:26.6,52:44.7,3207,Oakland Ave,40.7376037,-74.0524783,3195,Sip Ave,40.7308971,-74.06391263,42457,Subscriber,1958,1
337,49:07.9,54:45.0,3205,JC Medical Center,40.71653978,-74.04963791,3186,Grove St PATH,40.71958612,-74.04311746,42287,Subscriber,1988,1
318,50:35.2,55:53.7,3207,Oakland Ave,40.7376037,-74.0524783,3791,Hoboken Ave at Monmouth St,40.73520838,-74.04696375,42547,Subscriber,1982,1
407,51:28.9,58:16.9,3278,Monmouth and 6th,40.72568548,-74.04879034,3184,Paulus Hook,40.7141454,-74.0335519,42412,Subscriber,1979,1
243,54:46.9,58:49.9,3791,Hoboken Ave at Monmouth St,40.73520838,-74.04696375,3203,Hamilton Park,40.72759597,-74.04424731,42384,Subscriber,1976,1
279,56:48.8,01:27.9,3214,Essex Light Rail,40.7127742,-74.0364857,3275,Columbus Drive,40.7183552,-74.03891444,42607,Subscriber,1983,2
524,57:10.0,05:54.6,3195,Sip Ave,40.7308971,-74.06391263,3280,Astor Place,40.7192822,-74.07126188,42457,Subscriber,1964,1
247,58:34.8,02:41.9,3678,Fairmount Ave,40.72572614,-74.07195926,3195,Sip Ave,40.7308971,-74.06391263,42504,Subscriber,1986,1
319,58:37.2,03:56.6,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3638,Washington St,40.7242941,-74.0354826,42133,Subscriber,1971,2
380,00:53.0,07:13.0,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.7308971,-74.06391263,42516,Subscriber,1966,1
302,02:34.5,07:36.7,3483,Montgomery St,40.71942,-74.05099,3186,Grove St PATH,40.71958612,-74.04311746,42585,Subscriber,1972,2
786,05:22.6,18:28.8,3193,Lincoln Park,40.7246051,-74.07840595,3195,Sip Ave,40.7308971,-74.06391263,42565,Subscriber,1965,1
176,08:14.4,11:11.0,3638,Washington St,40.7242941,-74.0354826,3638,Washington St,40.7242941,-74.0354826,42312,Subscriber,1981,1
308,08:28.0,13:37.0,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,42371,Subscriber,1990,1
81,09:16.7,10:37.8,3275,Columbus Drive,40.7183552,-74.03891444,3187,Warren St,40.7211236,-74.03805095,42607,Subscriber,1996,2
156,10:21.3,12:57.5,3279,Dixon Mills,40.72163014,-74.04996783,3186,Grove St PATH,40.71958612,-74.04311746,42177,Subscriber,1977,2
226,10:44.4,14:31.3,3269,Brunswick & 6th,40.72601173,-74.05038893,3186,Grove St PATH,40.71958612,-74.04311746,42119,Subscriber,1993,1
141,10:48.9,13:10.7,3279,Dixon Mills,40.72163014,-74.04996783,3186,Grove St PATH,40.71958612,-74.04311746,42362,Subscriber,1982,1
300,11:04.4,16:04.7,3269,Brunswick & 6th,40.72601173,-74.05038893,3186,Grove St PATH,40.71958612,-74.04311746,42117,Subscriber,1987,2
411,11:17.2,18:08.9,3203,Hamilton Park,40.72759597,-74.04424731,3638,Washington St,40.7242941,-74.0354826,42384,Subscriber,1973,1
260,11:39.2,15:59.2,3678,Fairmount Ave,40.72572614,-74.07195926,3195,Sip Ave,40.7308971,-74.06391263,42190,Subscriber,1974,1
286,13:04.6,17:50.9,3278,Monmouth and 6th,40.72568548,-74.04879034,3186,Grove St PATH,40.71958612,-74.04311746,42261,Subscriber,1989,2
618,14:37.3,24:55.4,3193,Lincoln Park,40.7246051,-74.07840595,3195,Sip Ave,40.7308971,-74.06391263,42586,Subscriber,1984,2
366,15:20.5,21:26.8,3679,Bergen Ave,40.72210379,-74.071455,3195,Sip Ave,40.7308971,-74.06391263,42427,Customer,1969,0
92,16:03.4,17:35.9,3639,Harborside,40.7192517,-74.034234,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42296,Subscriber,1987,1
464,20:03.7,27:47.8,3199,Newport Pkwy,40.7287448,-74.0321082,3639,Harborside,40.7192517,-74.034234,42318,Customer,1969,0
230,20:28.4,24:18.5,3276,Marin Light Rail,40.71458404,-74.04281706,3186,Grove St PATH,40.71958612,-74.04311746,42186,Subscriber,1990,1
259,20:58.1,25:17.5,3269,Brunswick & 6th,40.72601173,-74.05038893,3273,Manila & 1st,40.72165072,-74.04288411,42545,Subscriber,1992,2
254,21:04.3,25:18.5,3269,Brunswick & 6th,40.72601173,-74.05038893,3273,Manila & 1st,40.72165072,-74.04288411,42306,Subscriber,1993,1
278,21:54.8,26:33.6,3207,Oakland Ave,40.7376037,-74.0524783,3640,Journal Square,40.73367,-74.0625,42193,Subscriber,1988,1
152,22:16.9,24:49.0,3272,Jersey & 3rd,40.72333159,-74.04595256,3186,Grove St PATH,40.71958612,-74.04311746,42482,Subscriber,1997,2
262,22:53.6,27:16.3,3269,Brunswick & 6th,40.72601173,-74.05038893,3186,Grove St PATH,40.71958612,-74.04311746,42399,Subscriber,1989,1
391,22:53.7,29:24.9,3203,Hamilton Park,40.72759597,-74.04424731,3638,Washington St,40.7242941,-74.0354826,42370,Subscriber,1993,1
558,23:37.1,32:55.3,3192,Liberty Light Rail,40.7112423,-74.0557013,3186,Grove St PATH,40.71958612,-74.04311746,42571,Customer,1969,0
386,23:54.0,30:20.8,3679,Bergen Ave,40.72210379,-74.071455,3195,Sip Ave,40.7308971,-74.06391263,42106,Subscriber,1970,1
1493,24:20.5,49:13.9,3281,Leonard Gordon Park,40.74590997,-74.05727148,3638,Washington St,40.7242941,-74.0354826,42465,Subscriber,1981,2
203,24:37.3,28:00.5,3267,Morris Canal,40.71241882,-74.03852552,3275,Columbus Drive,40.7183552,-74.03891444,42467,Subscriber,1989,1
120,25:34.4,27:34.8,3213,Van Vorst Park,40.71848892,-74.04772663,3186,Grove St PATH,40.71958612,-74.04311746,42363,Subscriber,1970,1
266,25:47.3,30:13.9,3678,Fairmount Ave,40.72572614,-74.07195926,3195,Sip Ave,40.7308971,-74.06391263,42548,Subscriber,1986,1
203,26:55.4,30:18.5,3270,Jersey & 6th St,40.72528911,-74.04557168,3186,Grove St PATH,40.71958612,-74.04311746,42189,Subscriber,1974,2
710,27:55.3,39:45.9,3273,Manila & 1st,40.72165072,-74.04288411,3638,Washington St,40.7242941,-74.0354826,42545,Subscriber,1989,1
211,28:26.6,31:57.7,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3481,York St,40.71649,-74.04105,42158,Subscriber,1985,1
328,28:29.2,33:57.5,3638,Washington St,40.7242941,-74.0354826,3199,Newport Pkwy,40.7287448,-74.0321082,42425,Customer,1969,0
656,29:24.5,40:20.6,3192,Liberty Light Rail,40.7112423,-74.0557013,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42166,Subscriber,1985,1
216,29:28.0,33:04.7,3270,Jersey & 6th St,40.72528911,-74.04557168,3186,Grove St PATH,40.71958612,-74.04311746,42406,Subscriber,1989,2
439,30:17.0,37:36.6,3681,Grand St,40.71517768,-74.03768331,3681,Grand St,40.71517768,-74.03768331,42194,Subscriber,1975,1
841,30:35.6,44:37.2,3195,Sip Ave,40.7308971,-74.06391263,3225,Baldwin at Montgomery,40.7236589,-74.0641943,42504,Subscriber,1988,1
1541,30:39.2,56:20.6,3186,Grove St PATH,40.71958612,-74.04311746,3198,Heights Elevator,40.74871595,-74.0404433,42528,Subscriber,1989,2
503,30:44.5,39:08.4,3268,Lafayette Park,40.71346383,-74.06285852,3186,Grove St PATH,40.71958612,-74.04311746,42127,Subscriber,1991,1
466,31:20.5,39:07.1,3270,Jersey & 6th St,40.72528911,-74.04557168,3639,Harborside,40.7192517,-74.034234,42237,Subscriber,1969,0
131,31:42.9,33:54.0,3279,Dixon Mills,40.72163014,-74.04996783,3186,Grove St PATH,40.71958612,-74.04311746,42524,Subscriber,1987,1
155,33:22.5,35:58.2,3214,Essex Light Rail,40.7127742,-74.0364857,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42240,Subscriber,1984,1
125,33:29.0,35:34.7,3279,Dixon Mills,40.72163014,-74.04996783,3186,Grove St PATH,40.71958612,-74.04311746,42533,Subscriber,1985,1
406,34:25.3,41:12.2,3678,Fairmount Ave,40.72572614,-74.07195926,3195,Sip Ave,40.7308971,-74.06391263,42122,Subscriber,1954,1
292,34:44.3,39:37.1,3269,Brunswick & 6th,40.72601173,-74.05038893,3186,Grove St PATH,40.71958612,-74.04311746,42358,Subscriber,1979,1
195,34:55.1,38:10.3,3278,Monmouth and 6th,40.72568548,-74.04879034,3186,Grove St PATH,40.71958612,-74.04311746,42111,Subscriber,1987,1
458,35:25.7,43:04.4,3280,Astor Place,40.7192822,-74.07126188,3195,Sip Ave,40.7308971,-74.06391263,42596,Subscriber,1986,1
194,36:54.6,40:09.3,3270,Jersey & 6th St,40.72528911,-74.04557168,3273,Manila & 1st,40.72165072,-74.04288411,42619,Subscriber,1968,2
463,36:58.7,44:41.8,3268,Lafayette Park,40.71346383,-74.06285852,3185,City Hall,40.7177325,-74.043845,42225,Subscriber,1982,1
426,41:44.3,48:50.5,3279,Dixon Mills,40.72163014,-74.04996783,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42244,Subscriber,1981,1
194,42:31.3,45:45.3,3194,McGinley Square,40.72533993,-74.06762213,3194,McGinley Square,40.72533993,-74.06762213,42360,Subscriber,1986,2
197,42:35.3,45:53.1,3279,Dixon Mills,40.72163014,-74.04996783,3186,Grove St PATH,40.71958612,-74.04311746,42391,Subscriber,1986,1
216,43:00.7,46:36.9,3267,Morris Canal,40.71241882,-74.03852552,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42446,Subscriber,1993,1
229,43:02.9,46:52.9,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.7308971,-74.06391263,42293,Customer,1989,1
452,43:07.9,50:40.2,3193,Lincoln Park,40.7246051,-74.07840595,3195,Sip Ave,40.7308971,-74.06391263,42387,Subscriber,1992,1
578,43:30.5,53:08.6,3203,Hamilton Park,40.72759597,-74.04424731,3681,Grand St,40.71517768,-74.03768331,42274,Subscriber,1993,1
299,45:05.8,50:05.3,3205,JC Medical Center,40.71653978,-74.04963791,3186,Grove St PATH,40.71958612,-74.04311746,42348,Subscriber,1983,1
316,45:08.6,50:25.2,3205,JC Medical Center,40.71653978,-74.04963791,3186,Grove St PATH,40.71958612,-74.04311746,42396,Subscriber,1986,2
264,45:25.0,49:49.6,3269,Brunswick & 6th,40.72601173,-74.05038893,3186,Grove St PATH,40.71958612,-74.04311746,42493,Subscriber,1979,1
231,45:54.2,49:45.3,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,42266,Subscriber,1983,2
594,45:58.1,55:52.5,3192,Liberty Light Rail,40.7112423,-74.0557013,3186,Grove St PATH,40.71958612,-74.04311746,42267,Subscriber,1954,1
234,46:26.5,50:21.0,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.7308971,-74.06391263,42219,Subscriber,1970,1
266,46:48.4,51:15.2,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.7308971,-74.06391263,42595,Subscriber,1986,2
601,47:01.9,57:03.2,3267,Morris Canal,40.71241882,-74.03852552,3202,Newport PATH,40.7272235,-74.0337589,42606,Subscriber,1959,2
206,48:14.1,51:41.1,3195,Sip Ave,40.7308971,-74.06391263,3194,McGinley Square,40.72533993,-74.06762213,42548,Subscriber,1955,1
220,49:26.1,53:06.6,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.7308971,-74.06391263,42605,Subscriber,1989,1
221,49:40.8,53:22.7,3270,Jersey & 6th St,40.72528911,-74.04557168,3186,Grove St PATH,40.71958612,-74.04311746,42419,Subscriber,1968,1
324,49:53.9,55:18.1,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,42283,Customer,1978,1
536,50:20.4,59:16.9,3192,Liberty Light Rail,40.7112423,-74.0557013,3186,Grove St PATH,40.71958612,-74.04311746,42203,Subscriber,1969,1
268,51:25.2,55:54.1,3278,Monmouth and 6th,40.72568548,-74.04879034,3186,Grove St PATH,40.71958612,-74.04311746,42502,Subscriber,1990,1
342,51:46.8,57:29.0,3273,Manila & 1st,40.72165072,-74.04288411,3269,Brunswick & 6th,40.72601173,-74.05038893,42532,Subscriber,1983,2
258,52:09.5,56:28.1,3186,Grove St PATH,40.71958612,-74.04311746,3681,Grand St,40.71517768,-74.03768331,42348,Subscriber,1985,1
712,52:13.8,04:05.9,3210,Pershing Field,40.74267714,-74.05178863,3186,Grove St PATH,40.71958612,-74.04311746,42149,Subscriber,1991,1
820,52:24.2,06:04.7,3205,JC Medical Center,40.71653978,-74.04963791,3199,Newport Pkwy,40.7287448,-74.0321082,42388,Subscriber,1975,1
309,54:38.4,59:48.1,3267,Morris Canal,40.71241882,-74.03852552,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42353,Subscriber,1989,1
479,55:06.2,03:05.5,3199,Newport Pkwy,40.7287448,-74.0321082,3186,Grove St PATH,40.71958612,-74.04311746,42247,Subscriber,1980,1
255,55:16.9,59:32.6,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,42308,Subscriber,1977,1
737,55:51.5,08:09.4,3272,Jersey & 3rd,40.72333159,-74.04595256,3184,Paulus Hook,40.7141454,-74.0335519,42135,Subscriber,1991,1
199,56:50.5,00:10.5,3185,City Hall,40.7177325,-74.043845,3639,Harborside,40.7192517,-74.034234,42225,Subscriber,1984,1
570,57:56.6,07:26.8,3268,Lafayette Park,40.71346383,-74.06285852,3185,City Hall,40.7177325,-74.043845,42126,Subscriber,1997,2
314,59:44.3,04:58.8,3270,Jersey & 6th St,40.72528911,-74.04557168,3202,Newport PATH,40.7272235,-74.0337589,42543,Subscriber,1983,2
530,00:00.6,08:51.1,3280,Astor Place,40.7192822,-74.07126188,3195,Sip Ave,40.7308971,-74.06391263,42291,Subscriber,1983,1
527,01:22.6,10:09.8,3269,Brunswick & 6th,40.72601173,-74.05038893,3639,Harborside,40.7192517,-74.034234,42532,Subscriber,1983,2
649,02:02.0,12:51.3,3268,Lafayette Park,40.71346383,-74.06285852,3185,City Hall,40.7177325,-74.043845,42223,Subscriber,1979,1
194,02:02.9,05:17.5,3269,Brunswick & 6th,40.72601173,-74.05038893,3211,Newark Ave,40.72152515,-74.04630454,42451,Subscriber,1984,1
315,02:13.7,07:29.3,3267,Morris Canal,40.71241882,-74.03852552,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42342,Subscriber,1989,2
102,02:17.4,04:00.3,3187,Warren St,40.7211236,-74.03805095,3639,Harborside,40.7192517,-74.034234,42397,Subscriber,1990,1
365,02:19.8,08:25.5,3272,Jersey & 3rd,40.72333159,-74.04595256,3639,Harborside,40.7192517,-74.034234,42236,Subscriber,1988,1
330,02:35.8,08:06.2,3202,Newport PATH,40.7272235,-74.0337589,3275,Columbus Drive,40.7183552,-74.03891444,42606,Subscriber,1992,2
731,02:53.8,15:05.4,3186,Grove St PATH,40.71958612,-74.04311746,3184,Paulus Hook,40.7141454,-74.0335519,42603,Subscriber,1976,1
663,03:56.8,15:00.3,3192,Liberty Light Rail,40.7112423,-74.0557013,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42281,Subscriber,1985,1
211,03:57.8,07:29.2,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.7308971,-74.06391263,42623,Subscriber,1995,1
898,04:09.8,19:07.8,3640,Journal Square,40.73367,-74.0625,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42239,Subscriber,1983,1
169,04:28.2,07:17.3,3279,Dixon Mills,40.72163014,-74.04996783,3186,Grove St PATH,40.71958612,-74.04311746,42346,Subscriber,1989,1
487,04:35.3,12:43.2,3267,Morris Canal,40.71241882,-74.03852552,3202,Newport PATH,40.7272235,-74.0337589,42368,Subscriber,1989,1
551,05:07.6,14:19.3,3195,Sip Ave,40.7308971,-74.06391263,3225,Baldwin at Montgomery,40.7236589,-74.0641943,42595,Subscriber,1976,2
285,05:35.3,10:21.2,3269,Brunswick & 6th,40.72601173,-74.05038893,3186,Grove St PATH,40.71958612,-74.04311746,42393,Subscriber,1986,1
410,07:40.7,14:31.5,3280,Astor Place,40.7192822,-74.07126188,3195,Sip Ave,40.7308971,-74.06391263,42423,Subscriber,2001,2
256,08:25.3,12:41.8,3279,Dixon Mills,40.72163014,-74.04996783,3186,Grove St PATH,40.71958612,-74.04311746,42610,Subscriber,1986,1
695,09:29.4,21:05.2,3195,Sip Ave,40.7308971,-74.06391263,3196,Riverview Park,40.7443187,-74.0439909,42365,Subscriber,1977,1
183,09:32.9,12:36.2,3279,Dixon Mills,40.72163014,-74.04996783,3186,Grove St PATH,40.71958612,-74.04311746,42373,Subscriber,1990,2
154,09:50.1,12:24.8,3213,Van Vorst Park,40.71848892,-74.04772663,3186,Grove St PATH,40.71958612,-74.04311746,42290,Subscriber,1984,1
339,09:50.3,15:30.1,3276,Marin Light Rail,40.71458404,-74.04281706,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42472,Subscriber,1980,1
372,09:56.7,16:09.5,3267,Morris Canal,40.71241882,-74.03852552,3186,Grove St PATH,40.71958612,-74.04311746,42229,Subscriber,1983,1
495,10:18.8,18:34.5,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3186,Grove St PATH,40.71958612,-74.04311746,42504,Subscriber,1977,1
280,10:21.3,15:02.2,3275,Columbus Drive,40.7183552,-74.03891444,3214,Essex Light Rail,40.7127742,-74.0364857,42233,Subscriber,1983,2
129,10:58.3,13:07.7,3279,Dixon Mills,40.72163014,-74.04996783,3186,Grove St PATH,40.71958612,-74.04311746,42501,Subscriber,1975,1
293,11:33.9,16:27.3,3269,Brunswick & 6th,40.72601173,-74.05038893,3186,Grove St PATH,40.71958612,-74.04311746,42211,Subscriber,1988,1
480,11:46.9,19:47.5,3679,Bergen Ave,40.72210379,-74.071455,3195,Sip Ave,40.7308971,-74.06391263,42459,Subscriber,1989,1
228,12:16.3,16:05.3,3269,Brunswick & 6th,40.72601173,-74.05038893,3186,Grove St PATH,40.71958612,-74.04311746,42224,Subscriber,1979,1
287,12:46.0,17:33.4,3681,Grand St,40.71517768,-74.03768331,3186,Grove St PATH,40.71958612,-74.04311746,42274,Subscriber,1990,1
90,13:40.5,15:11.1,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3184,Paulus Hook,40.7141454,-74.0335519,42168,Subscriber,1975,1
300,13:42.4,18:42.6,3269,Brunswick & 6th,40.72601173,-74.05038893,3186,Grove St PATH,40.71958612,-74.04311746,42298,Subscriber,1988,2
214,13:49.0,17:23.5,3270,Jersey & 6th St,40.72528911,-74.04557168,3279,Dixon Mills,40.72163014,-74.04996783,42297,Subscriber,1987,2
347,14:07.6,19:55.2,3679,Bergen Ave,40.72210379,-74.071455,3195,Sip Ave,40.7308971,-74.06391263,42422,Subscriber,1995,1
203,14:17.2,17:41.0,3639,Harborside,40.7192517,-74.034234,3184,Paulus Hook,40.7141454,-74.0335519,42600,Subscriber,1970,1
1086,14:36.5,32:42.8,3207,Oakland Ave,40.7376037,-74.0524783,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42332,Subscriber,1989,1
233,15:03.5,18:57.3,3276,Marin Light Rail,40.71458404,-74.04281706,3184,Paulus Hook,40.7141454,-74.0335519,42417,Subscriber,1991,1
238,15:19.4,19:18.3,3275,Columbus Drive,40.7183552,-74.03891444,3184,Paulus Hook,40.7141454,-74.0335519,42606,Subscriber,1982,1
685,15:52.7,27:18.2,3278,Monmouth and 6th,40.72568548,-74.04879034,3681,Grand St,40.71517768,-74.03768331,42143,Subscriber,1977,2
199,16:00.7,19:19.8,3275,Columbus Drive,40.7183552,-74.03891444,3638,Washington St,40.7242941,-74.0354826,42467,Subscriber,1988,1
261,16:10.7,20:32.5,3639,Harborside,40.7192517,-74.034234,3202,Newport PATH,40.7272235,-74.0337589,42318,Subscriber,1992,1
473,16:58.8,24:52.5,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3186,Grove St PATH,40.71958612,-74.04311746,42595,Subscriber,1986,1
1200,17:07.5,37:08.0,3280,Astor Place,40.7192822,-74.07126188,3211,Newark Ave,40.72152515,-74.04630454,42356,Subscriber,1982,1
168,19:03.4,21:51.8,3270,Jersey & 6th St,40.72528911,-74.04557168,3273,Manila & 1st,40.72165072,-74.04288411,42440,Subscriber,1982,1
